symbol,name,sector
LYPSAGEMS,Lypsa Gems & Jewellery Limited,Consumer Cyclical
M&M,Mahindra & Mahindra Limited,Consumer Cyclical
M&MFIN,Mahindra & Mahindra Financial Services Limited,Financial Services
MAANALU,Maan Aluminium Limited,Basic Materials
MACPOWER,Macpower CNC Machines Limited,Industrials
MADHAV,Madhav Marbles and Granites Limited,Industrials
MADHUCON,Madhucon Projects Limited,Industrials
MADRASFERT,Madras Fertilizers Limited,Basic Materials
MAGADSUGAR,Magadh Sugar & Energy Limited,Consumer Defensive
MAGNUM,Magnum Ventures Limited,Basic Materials
MAHABANK,Bank of Maharashtra,Financial Services
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,Financial Services
MAHASTEEL,Mahamaya Steel Industries Limited,Basic Materials
MAHEPC,Mahindra EPC Irrigation Limited,Industrials
MAHESHWARI,Maheshwari Logistics Limited,Industrials
MAHLIFE,Mahindra Lifespace Developers Limited,Real Estate
MAHLOG,Mahindra Logistics Limited,Industrials
MAHSCOOTER,Maharashtra Scooters Ltd.,Consumer Cyclical
MAHSEAMLES,Maharashtra Seamless Limited,Basic Materials
MAITHANALL,Maithan Alloys Limited,Basic Materials
MALLCOM,Mallcom (India) Limited,Industrials
MALUPAPER,Malu Paper Mills Limited,Basic Materials
MANAKALUCO,Manaksia Aluminium Company Limited,Basic Materials
MANAKCOAT,Manaksia Coated Metals & Industries Limited,Industrials
MANAKSIA,Manaksia Limited,Industrials
MANAKSTEEL,Manaksia Steels Limited,Basic Materials
MANALIPETC,Manali Petrochemicals Limited,Basic Materials
MANAPPURAM,Manappuram Finance Limited,Financial Services
MANBA,N/A,Financial Services
MANCREDIT,Mangal Credit and Fincorp Limited,Financial Services
MANGALAM,Mangalam Drugs & Organics Limited,Healthcare
MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,Basic Materials
MANGLMCEM,Mangalam Cement Limited,Basic Materials
MANINDS,Man Industries (India) Limited,Basic Materials
MANINFRA,Man Infraconstruction Limited,Industrials
MANKIND,Mankind Pharma Limited,Healthcare
MANOMAY,Manomay Tex India Limited,Consumer Cyclical
MANORAMA,Manorama Industries Limited,Consumer Defensive
MANORG,Mangalam Organics Limited,Basic Materials
MANUGRAPH,Manugraph India Limited,Industrials
MANYAVAR,Vedant Fashions Limited,Consumer Cyclical
MAPMYINDIA,C. E. Info Systems Limited,Technology
MARALOVER,Maral Overseas Limited,Consumer Cyclical
MARATHON,Marathon Nextgen Realty Limited,Real Estate
MARICO,Marico Limited,Consumer Defensive
MARINE,Marine Electricals (India) Limited,Industrials
MARKSANS,Marksans Pharma Limited,Healthcare
MARSHALL,Marshall Machines Limited,Industrials
MARUTI,Maruti Suzuki India Limited,Consumer Cyclical
MASFIN,MAS Financial Services Limited,Financial Services
MASKINVEST,Mask Investments Limited,Financial Services
MASTEK,Mastek Limited,Technology
MATRIMONY,Matrimony.com Limited,Communication Services
MAWANASUG,Mawana Sugars Limited,Consumer Defensive
MAXESTATES,N/A,Real Estate
MAXHEALTH,Max Healthcare Institute Limited,Healthcare
MAXIND,Max India Limited,Healthcare
MAYURUNIQ,Mayur Uniquoters Limited,Consumer Cyclical
MAZDA,Mazda Limited,Industrials
MAZDOCK,Mazagon Dock Shipbuilders Limited,Industrials
MBAPL,Madhya Bharat Agro Products Limited,Basic Materials
MBECL,McNally Bharat Engineering Company Limited,Industrials
MBLINFRA,MBL Infrastructures Limited,Industrials
MCL,Madhav Copper Limited,Basic Materials
MCLEODRUSS,McLeod Russel India Limited,Consumer Defensive
MCX,Multi Commodity Exchange of India Limited,Financial Services
MEDANTA,Global Health Limited,Healthcare
MEDIASSIST,N/A,Healthcare
MEDICAMEQ,Medicamen Biotech Limited,Healthcare
MEDICO,Medico Remedies Limited,Healthcare
MEDPLUS,MedPlus Health Services Limited,Healthcare
MEGASOFT,Megasoft Limited,Healthcare
MEGASTAR,Megastar Foods Limited,Consumer Defensive
MENONBE,Menon Bearings Limited,Consumer Cyclical
MEP,MEP Infrastructure Developers Limited,Industrials
METROBRAND,Metro Brands Limited,Consumer Cyclical
METROPOLIS,Metropolis Healthcare Limited,Healthcare
MFML,Mahalaxmi Fabric Mills Limited,N/A
MFSL,Max Financial Services Limited,Financial Services
MGEL,Mangalam Global Enterprise Limited,Consumer Defensive
MGL,Mahanagar Gas Limited,Utilities
MHLXMIRU,Mahalaxmi Rubtech Limited,Consumer Cyclical
MHRIL,Mahindra Holidays & Resorts India Limited,Consumer Cyclical
MICEL,MIC Electronics Limited,Technology
MIDHANI,Mishra Dhatu Nigam Limited,Basic Materials
MINDACORP,Minda Corporation Limited,Consumer Cyclical
MINDTECK,Mindteck (India) Limited,Technology
MIRCELECTR,MIRC Electronics Limited,Consumer Cyclical
MIRZAINT,Mirza International Limited,Consumer Cyclical
MITCON,MITCON Consultancy & Engineering Services Limited,Industrials
MITTAL,Mittal Life Style Limited,Consumer Cyclical
MITTAL-RE1,N/A,N/A
MKPL,M. K. Proteins Limited,Consumer Defensive
MMFL,M M Forgings Limited,Industrials
MMP,MMP Industries Limited,Basic Materials
MMTC,MMTC Limited,Industrials
MODIRUBBER,Modi Rubber Limited,Real Estate
MODISONLTD,Modison Limited,Industrials
MODTHREAD,Modern Threads (India) Limited,N/A
MOHITIND,Mohit Industries Limited,Consumer Cyclical
MOIL,MOIL Limited,Basic Materials
MOKSH,Moksh Ornaments Limited,Consumer Cyclical
MOL,Meghmani Organics Limited,Basic Materials
MOLDTECH,Mold-Tek Technologies Limited,Industrials
MOLDTKPAC,Mold-Tek Packaging Limited,Consumer Cyclical
MONARCH,Monarch Networth Capital Limited,Financial Services
MONTECARLO,Monte Carlo Fashions Limited,Consumer Cyclical
MORARJEE,Morarjee Textiles Limited,Consumer Cyclical
MOREPENLAB,Morepen Laboratories Limited,Healthcare
MOTHERSON,Samvardhana Motherson International Limited,Consumer Cyclical
MOTILALOFS,Motilal Oswal Financial Services Limited,Financial Services
MOTISONS,N/A,Consumer Cyclical
MOTOGENFIN,The Motor & General Finance Limited,Real Estate
MPHASIS,Mphasis Limited,Technology
MPSLTD,MPS Limited,Communication Services
MRF,MRF Limited,Consumer Cyclical
MRO-TEK,MRO-TEK Realty Limited,Technology
MRPL,Mangalore Refinery and Petrochemicals Limited,Energy
MSPL,MSP Steel & Power Limited,Basic Materials
MSTCLTD,MSTC Limited,Industrials
MSUMI,Motherson Sumi Wiring India Limited,Consumer Cyclical
MTARTECH,MTAR Technologies Limited,Industrials
MTNL,Mahanagar Telephone Nigam Limited,Communication Services
MUFIN,Mufin Green Finance Limited,Financial Services
MUFTI,N/A,Consumer Cyclical
MUKANDLTD,Mukand Limited,Basic Materials
MUKKA,Mukka Proteins Limited,Consumer Defensive
MUKTAARTS,Mukta Arts Limited,Communication Services
MUNJALAU,Munjal Auto Industries Limited,Consumer Cyclical
MUNJALSHOW,Munjal Showa Limited,Consumer Cyclical
MURUDCERA,Murudeshwar Ceramics Ltd.,Industrials
MUTHOOTCAP,Muthoot Capital Services Limited,Financial Services
MUTHOOTFIN,Muthoot Finance Limited,Financial Services
MUTHOOTMF,N/A,Financial Services
MVGJL,Manoj Vaibhav Gems 'N' Jewellers Limited,Consumer Cyclical
NACLIND,NACL Industries Limited,Basic Materials
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,Basic Materials
NAGREEKCAP,Nagreeka Capital & Infrastructure Ltd.,Financial Services
NAGREEKEXP,Nagreeka Exports Limited,Consumer Cyclical
NAHARCAP,Nahar Capital and Financial Services Limited,Financial Services
NAHARINDUS,Nahar Industrial Enterprises Limited,Consumer Cyclical
NAHARPOLY,Nahar Poly Films Limited,Consumer Cyclical
NAHARSPING,Nahar Spinning Mills Limited,Consumer Cyclical
NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services
NARMADA,Narmada Agrobase Limited,Basic Materials
NATCOPHARM,NATCO Pharma Limited,Healthcare
NATHBIOGEN,Nath Bio-Genes (India) Limited,Basic Materials
NATIONALUM,National Aluminium Company Limited,Basic Materials
NAUKRI,Info Edge (India) Limited,Communication Services
NAVA,Nava Limited,Industrials
NAVINFLUOR,Navin Fluorine International Limited,Basic Materials
NAVKARCORP,Navkar Corporation Limited,Industrials
NAVNETEDUL,Navneet Education Limited,Communication Services
NAZARA,Nazara Technologies Limited,Communication Services
NBCC,NBCC (India) Limited,Industrials
NBIFIN,N.B.I. Industrial Finance Company Limited,Financial Services
NCC,NCC Limited,Industrials
NCLIND,NCL Industries Limited,Basic Materials
NDGL,Naga Dhunseri Group Limited,Financial Services
NDL,Nandan Denim Limited,Consumer Cyclical
NDLVENTURE,NDL Ventures Limited,Communication Services
NDRAUTO,NDR Auto Components Limited,Consumer Cyclical
NDTV,New Delhi Television Limited,Communication Services
NECCLTD,North Eastern Carrying Corporation Limited,Industrials
NECLIFE,Nectar Lifesciences Limited,Healthcare
NELCAST,Nelcast Limited,Industrials
NELCO,Nelco Limited,Technology
NEOGEN,Neogen Chemicals Limited,Basic Materials
NESCO,Nesco Limited,Industrials
NESTLEIND,Nestlé India Limited,Consumer Defensive
NETWEB,Netweb Technologies India Limited,Technology
NETWORK18,Network18 Media & Investments Limited,Communication Services
NEULANDLAB,Neuland Laboratories Limited,Healthcare
NEWGEN,Newgen Software Technologies Limited,Technology
NEXTMEDIA,Next Mediaworks Limited,Communication Services
NFL,National Fertilizers Limited,Basic Materials
NGIL,Nakoda Group of Industries Limited,Consumer Defensive
NGLFINE,NGL Fine-Chem Limited,Healthcare
NH,Narayana Hrudayalaya Limited,Healthcare
NHPC,NHPC Limited,Utilities
NIACL,The New India Assurance Company Limited,Financial Services
NIBL,NRB Industrial Bearings Limited,Industrials
NIITLTD,NIIT Limited,Consumer Defensive
NIITMTS,NIIT Learning Systems Limited,Consumer Defensive
NILAINFRA,Nila Infrastructures Limited,Real Estate
NILASPACES,Nila Spaces Limited,Real Estate
NILKAMAL,Nilkamal Limited,Consumer Cyclical
NINSYS,NINtec Systems Limited,Technology
NIPPOBATRY,Indo National Limited,Industrials
NIRAJ,Niraj Cement Structurals Limited,Industrials
NIRAJISPAT,Niraj Ispat Industries Limited,N/A
NITCO,NITCO Limited,Industrials
NITINSPIN,Nitin Spinners Limited,Consumer Cyclical
NITIRAJ,Nitiraj Engineers Limited,Technology
NKIND,N.K Industries Limited,Consumer Defensive
NLCINDIA,NLC India Limited,Utilities
NMDC,NMDC Limited,Basic Materials
NOCIL,NOCIL Limited,Basic Materials
NOIDATOLL,Noida Toll Bridge Company Limited,Industrials
NORBTEAEXP,Norben Tea & Exports Limited,Consumer Defensive
NORTHARC,Northern Arc Capital Limited,Financial Services
NOVAAGRI,Nova Agritech Limited,Basic Materials
NRAIL,N R Agarwal Industries Limited,Basic Materials
NRBBEARING,NRB Bearings Limited,Consumer Cyclical
NRL,Nupur Recyclers Limited,Industrials
NSIL,Nalwa Sons Investments Limited,Financial Services
NSLNISP,NMDC Steel Limited,Basic Materials
NTPC,NTPC Limited,Utilities
NUCLEUS,Nucleus Software Exports Limited,Technology
NURECA,Nureca Limited,Healthcare
NUVAMA,Nuvama Wealth Management Limited,Financial Services
NUVOCO,Nuvoco Vistas Corporation Limited,Basic Materials
NYKAA,FSN E-Commerce Ventures Limited,Consumer Cyclical
OAL,Oriental Aromatics Limited,Basic Materials
OBCL,Orissa Bengal Carrier Limited,Industrials
OBEROIRLTY,Oberoi Realty Limited,Real Estate
OCCL,Oriental Carbon & Chemicals Limited,Basic Materials
OFSS,Oracle Financial Services Software Limited,Technology
OIL,Oil India Limited,Energy
OILCOUNTUB,Oil Country Tubular Limited,Energy
OLAELEC,N/A,Consumer Cyclical
OLECTRA,Olectra Greentech Limited,Industrials
OMAXAUTO,Omax Autos Limited,Consumer Cyclical
OMAXE,Omaxe Limited,Real Estate
OMINFRAL,Om Infra Limited,Industrials
OMKARCHEM,Omkar Speciality Chemicals Limited,Basic Materials
ONELIFECAP,Onelife Capital Advisors Limited,Financial Services
ONEPOINT,One Point One Solutions Limited,Industrials
ONGC,Oil and Natural Gas Corporation Limited,Energy
ONMOBILE,OnMobile Global Limited,Communication Services
ONWARDTEC,Onward Technologies Limited,Technology
OPTIEMUS,Optiemus Infracom Limited,Technology
ORBTEXP,Orbit Exports Limited,Consumer Cyclical
ORCHPHARMA,Orchid Pharma Limited,Healthcare
ORICONENT,Oricon Enterprises Limited,Consumer Cyclical
ORIENTALTL,Oriental Trimex Limited,Industrials
ORIENTBELL,Orient Bell Limited,Industrials
ORIENTCEM,Orient Cement Limited,Basic Materials
ORIENTCER,Orient Ceratech Limited,Basic Materials
ORIENTELEC,Orient Electric Limited,Consumer Cyclical
ORIENTHOT,Oriental Hotels Limited,Consumer Cyclical
ORIENTLTD,Orient Press Limited,Consumer Cyclical
ORIENTPPR,Orient Paper & Industries Limited,Basic Materials
ORIENTTECH,N/A,Technology
ORISSAMINE,The Orissa Minerals Development Company Limited,Basic Materials
ORTINGLOBE,Ortin Global Limited,Healthcare
OSIAHYPER,Osia Hyper Retail Limited,Consumer Cyclical
OSWALAGRO,Oswal Agro Mills Limited,Real Estate
OSWALGREEN,Oswal Greentech Limited,Financial Services
OSWALSEEDS,ShreeOswal Seeds and Chemicals Limited,Basic Materials
PAGEIND,Page Industries Limited,Consumer Cyclical
PAISALO,Paisalo Digital Limited,Financial Services
PAKKA,Pakka Limited,Basic Materials
PALASHSECU,Palash Securities Limited,Consumer Defensive
PALREDTEC,Palred Technologies Limited,Technology
PANACEABIO,Panacea Biotec Limited,Healthcare
PANACHE,Panache Digilife Limited,Technology
PANAMAPET,Panama Petrochem Limited,Energy
PANSARI,Pansari Developers Limited,Real Estate
PAR,Par Drugs and Chemicals Limited,Healthcare
PARACABLES,Paramount Communications Limited,Technology
PARADEEP,Paradeep Phosphates Limited,Basic Materials
PARAGMILK,Parag Milk Foods Limited,Consumer Defensive
PARAS,Paras Defence and Space Technologies Limited,Industrials
PARASPETRO,Paras Petrofils Limited,Consumer Cyclical
PARKHOTELS,N/A,Consumer Cyclical
PARSVNATH,Parsvnath Developers Limited,Real Estate
PASUPTAC,Pasupati Acrylon Limited,Consumer Cyclical
PATANJALI,Patanjali Foods Limited,Consumer Defensive
PATELENG,Patel Engineering Limited,Industrials
PATINTLOG,Patel Integrated Logistics Limited,Industrials
PAVNAIND,Pavna Industries Limited,Consumer Cyclical
PAYTM,One97 Communications Limited,Technology
PCBL,PCBL Chemical Limited,Basic Materials
PCJEWELLER,PC Jeweller Limited,Consumer Cyclical
PDMJEPAPER,Pudumjee Paper Products Limited,Basic Materials
PDSL,PDS Limited,Industrials
PEARLPOLY,Pearl Polymers Limited,Consumer Cyclical
PEL,Piramal Enterprises Limited,Financial Services
PENIND,Pennar Industries Limited,Industrials
PENINLAND,Peninsula Land Limited,Real Estate
PERSISTENT,Persistent Systems Limited,Technology
PETRONET,Petronet LNG Limited,Energy
PFC,Power Finance Corporation Limited,Financial Services
PFIZER,Pfizer Limited,Healthcare
PFOCUS,Prime Focus Limited,Communication Services
PFS,PTC India Financial Services Limited,Financial Services
PGEL,PG Electroplast Limited,Technology
PGHH,Procter & Gamble Hygiene and Health Care Limited,Consumer Defensive
PGHL,Procter & Gamble Health Limited,Healthcare
PGIL,Pearl Global Industries Limited,Consumer Cyclical
PHOENIXLTD,The Phoenix Mills Limited,Real Estate
PIDILITIND,Pidilite Industries Limited,Basic Materials
PIGL,Power & Instrumental (Gujarat) Limited,Industrials
PIIND,PI Industries Limited,Basic Materials
PILANIINVS,Pilani Investment and Industries Corporation Limited,Financial Services
PILITA,Pil Italica Lifestyle Limited,Consumer Cyclical
PIONEEREMB,Pioneer Embroideries Limited,Consumer Cyclical
PITTIENG,Pitti Engineering Limited,Industrials
PIXTRANS,PIX Transmissions Limited,Industrials
PKTEA,The Peria Karamalai Tea and Produce Company Limited,Consumer Defensive
PLASTIBLEN,Plastiblends India Limited,Basic Materials
PLATIND,Platinum Industries Limited,Basic Materials
PLAZACABLE,Plaza Wires Limited,Industrials
PNB,Punjab National Bank,Financial Services
PNBGILTS,PNB Gilts Ltd.,Financial Services
PNBHOUSING,PNB Housing Finance Limited,Financial Services
PNC,Pritish Nandy Communications Ltd,Communication Services
PNCINFRA,PNC Infratech Limited,Industrials
PNGJL,N/A,Consumer Cyclical
POCL,Pondy Oxides And Chemicals Limited,Basic Materials
PODDARHOUS,Poddar Housing and Development Limited,Real Estate
PODDARMENT,Poddar Pigments Limited,Basic Materials
POKARNA,Pokarna Limited,Industrials
POLICYBZR,PB Fintech Limited,Financial Services
POLYCAB,Polycab India Limited,Industrials
POLYMED,Poly Medicure Limited,Healthcare
POLYPLEX,Polyplex Corporation Limited,Basic Materials
PONNIERODE,Ponni Sugars (Erode) Limited,Consumer Defensive
POONAWALLA,Poonawalla Fincorp Limited,Financial Services
POWERGRID,Power Grid Corporation of India Limited,Utilities
POWERINDIA,Hitachi Energy India Limited,Technology
POWERMECH,Power Mech Projects Limited,Industrials
PPAP,PPAP Automotive Limited,Consumer Cyclical
PPL,Prakash Pipes Limited,Industrials
PPLPHARMA,Piramal Pharma Limited,Healthcare
PRAENG,Prajay Engineers Syndicate Limited,Real Estate
PRAJIND,Praj Industries Limited,Industrials
PRAKASH,Prakash Industries Limited,Basic Materials
PRAKASHSTL,Prakash Steelage Limited,Basic Materials
PRAXIS,Praxis Home Retail Limited,Consumer Cyclical
PRECAM,Precision Camshafts Limited,Consumer Cyclical
PRECOT,Precot Limited,Consumer Cyclical
PRECWIRE,Precision Wires India Limited,Industrials
PREMEXPLN,Premier Explosives Limited,Basic Materials
PREMIERENE,N/A,Technology
PREMIERPOL,Premier Polyfilm Ltd.,Basic Materials
PRESTIGE,Prestige Estates Projects Limited,Real Estate
PRICOLLTD,Pricol Limited,Consumer Cyclical
PRIMESECU,Prime Securities Limited,Financial Services
PRINCEPIPE,Prince Pipes and Fittings Limited,Industrials
PRITI,Priti International Limited,Consumer Cyclical
PRITIKAUTO,Pritika Auto Industries Limited,Industrials
PRIVISCL,Privi Speciality Chemicals Limited,Basic Materials
PROZONER,Prozone Realty Limited,Real Estate
PRSMJOHNSN,Prism Johnson Limited,Basic Materials
PRUDENT,Prudent Corporate Advisory Services Limited,Financial Services
PRUDMOULI,Prudential Sugar Corporation Ltd.,N/A
PSB,Punjab & Sind Bank,Financial Services
PSPPROJECT,PSP Projects Limited,Industrials
PTC,PTC India Limited,Utilities
PTCIL,PTC Industries Limited,Industrials
PTL,PTL Enterprises Limited,Real Estate
PUNJABCHEM,Punjab Chemicals and Crop Protection Limited,Basic Materials
PURVA,Puravankara Limited,Real Estate
PVP,PVP Ventures Limited,Industrials
PVRINOX,PVR INOX Limited,Communication Services
PVSL,Popular Vehicles and Services Limited,Consumer Cyclical
PYRAMID,Pyramid Technoplast Limited,Consumer Cyclical
QUESS,Quess Corp Limited,Industrials
QUICKHEAL,Quick Heal Technologies Limited,Technology
RACE,Race Eco Chain Limited,Industrials
RADAAN,Radaan Mediaworks India Limited,Communication Services
RADHIKAJWE,Radhika Jeweltech Limited,Consumer Cyclical
RADIANTCMS,Radiant Cash Management Services Limited,Industrials
RADICO,Radico Khaitan Limited,Consumer Defensive
RADIOCITY,Music Broadcast Limited,Communication Services
RAILTEL,RailTel Corporation of India Limited,Communication Services
RAIN,Rain Industries Limited,Basic Materials
RAINBOW,Rainbow Children's Medicare Limited,Healthcare
RAJESHEXPO,Rajesh Exports Limited,Consumer Cyclical
RAJMET,Rajnandini Metal Limited,Basic Materials
RAJRATAN,Rajratan Global Wire Limited,Basic Materials
RAJRILTD,Raj Rayon Industries Limited,Consumer Cyclical
RAJSREESUG,Rajshree Sugars and Chemicals Limited,Consumer Defensive
RAJTV,Raj Television Network Limited,Communication Services
RALLIS,Rallis India Limited,Basic Materials
RAMANEWS,Shree Rama Newsprint Limited,Consumer Defensive
RAMAPHO,Rama Phosphates Limited,Basic Materials
RAMASTEEL,Rama Steel Tubes Limited,Basic Materials
RAMCOCEM,The Ramco Cements Limited,Basic Materials
RAMCOIND,Ramco Industries Limited,Industrials
RAMCOSYS,Ramco Systems Limited,Technology
RAMKY,Ramky Infrastructure Limited,Industrials
RAMRAT,Ram Ratna Wires Limited,Industrials
RANASUG,Rana Sugars Limited,Consumer Defensive
RANEENGINE,Rane Engine Valve Limited,Consumer Cyclical
RANEHOLDIN,Rane Holdings Limited,Consumer Cyclical
RATEGAIN,RateGain Travel Technologies Limited,Technology
RATNAMANI,Ratnamani Metals & Tubes Limited,Basic Materials
RATNAVEER,Ratnaveer Precision Engineering Limited,Basic Materials
RAYMOND,Raymond Limited,Consumer Cyclical
RAYMONDLSL,Raymond Lifestyle Limited,N/A
RBA,Restaurant Brands Asia Limited,Consumer Cyclical
RBL,Rane Brake Lining Limited,Consumer Cyclical
RBLBANK,RBL Bank Limited,Financial Services
RBZJEWEL,RBZ Jewellers Limited,Consumer Cyclical
RCF,Rashtriya Chemicals and Fertilizers Limited,Basic Materials
RECLTD,REC Limited,Financial Services
REDINGTON,Redington Limited,Technology
REDTAPE,REDTAPE Limited,Consumer Cyclical
REFEX,Refex Industries Limited,Energy
REGENCERAM,Regency Ceramics Limited,Industrials
RELAXO,Relaxo Footwears Limited,Consumer Cyclical
RELCHEMQ,Reliance Chemotex Industries Limited,Consumer Cyclical
RELIABLE,Reliable Data Services Limited,Technology
RELIANCE,Reliance Industries Limited,Energy
RELIGARE,Religare Enterprises Limited,Financial Services
RELINFRA,Reliance Infrastructure Limited,Utilities
RELTD,Ravindra Energy Limited,Technology
REMSONSIND,Remsons Industries Limited,Consumer Cyclical
RENUKA,Shree Renuka Sugars Limited,Consumer Defensive
REPCOHOME,Repco Home Finance Limited,Financial Services
REPL,Rudrabhishek Enterprises Limited,Industrials
REPRO,Repro India Limited,Industrials
RESPONIND,Responsive Industries Limited,Basic Materials
RETAIL,JHS Svendgaard Retail Ventures Limited,N/A
REVATHIEQU,Revathi Equipment India Limited,N/A
RGL,Renaissance Global Limited,Consumer Cyclical
RHIM,RHI Magnesita India Limited,Industrials
RHL,Robust Hotels Limited,Consumer Cyclical
RICOAUTO,Rico Auto Industries Limited,Consumer Cyclical
RIIL,Reliance Industrial Infrastructure Limited,Industrials
RISHABH,Rishabh Instruments Limited,Technology
RITCO,Ritco Logistics Limited,Industrials
RITES,RITES Limited,Industrials
RKDL,Ravi Kumar Distilleries Limited,Consumer Defensive
RKEC,RKEC Projects Limited,Industrials
RKFORGE,Ramkrishna Forgings Limited,Industrials
RKSWAMY,N/A,Communication Services
RML,Rane (Madras) Limited,Consumer Cyclical
ROHLTD,Royal Orchid Hotels Limited,Consumer Cyclical
ROLEXRINGS,Rolex Rings Limited,Industrials
ROLLT,Rollatainers Limited,Industrials
ROLTA,Rolta India Limited,Technology
ROML,Raj Oil Mills Limited,Consumer Defensive
ROSSARI,Rossari Biotech Limited,Basic Materials
ROSSELLIND,Rossell India Limited,Industrials
ROTO,Roto Pumps Limited,Industrials
ROUTE,Route Mobile Limited,Communication Services
RPEL,Raghav Productivity Enhancers Limited,Basic Materials
RPGLIFE,RPG Life Sciences Limited,Healthcare
RPOWER,Reliance Power Limited,Utilities
RPPINFRA,R.P.P. Infra Projects Limited,Industrials
RPPL,Rajshree Polypack Limited,Consumer Cyclical
RPSGVENT,RPSG Ventures Limited,Technology
RPTECH,Rashi Peripherals Limited,Technology
RRKABEL,R R Kabel Limited,Industrials
RSSOFTWARE,R S Software (India) Limited,Technology
RSWM,RSWM Limited,Consumer Cyclical
RSYSTEMS,R Systems International Limited,Technology
RTNINDIA,RattanIndia Enterprises Limited,Consumer Cyclical
RTNPOWER,RattanIndia Power Limited,Utilities
RUBFILA,Rubfila International Limited,Basic Materials
RUBYMILLS,The Ruby Mills Limited,Consumer Cyclical
RUCHINFRA,Ruchi Infrastructure Limited,Industrials
RUCHIRA,Ruchira Papers Limited,Basic Materials
RUPA,Rupa & Company Limited,Consumer Cyclical
RUSHIL,Rushil Décor Limited,Consumer Cyclical
RUSTOMJEE,Keystone Realtors Limited,Real Estate
RVHL,Ravinder Heights Limited,Real Estate
RVNL,Rail Vikas Nigam Limited,Industrials
S&SPOWER,S&S Power Switchgear Limited,Industrials
SABEVENTS,SAB Events & Governance Now Media Limited,Communication Services
SABTNL,N/A,Communication Services
SADBHAV,Sadbhav Engineering Limited,Industrials
SADBHIN,Sadbhav Infrastructure Project Limited,Industrials
SADHNANIQ,Sadhana Nitro Chem Limited,Basic Materials
SAFARI,Safari Industries (India) Limited,Consumer Cyclical
SAGARDEEP,Sagardeep Alloys Limited,Basic Materials
SAGCEM,Sagar Cements Limited,Basic Materials
SAH,Sah Polymers Limited,Consumer Cyclical
SAHYADRI,Sahyadri Industries Limited,Industrials
SAIL,Steel Authority of India Limited,Basic Materials
SAKAR,Sakar Healthcare Limited,Healthcare
SAKHTISUG,Sakthi Sugars Limited,Consumer Defensive
SAKSOFT,Saksoft Limited,Technology
SAKUMA,Sakuma Exports Limited,Consumer Defensive
SALASAR,Salasar Techno Engineering Limited,Basic Materials
SALONA,Salona Cotspin Limited,Consumer Cyclical
SALSTEEL,S.A.L. Steel Limited,Basic Materials
SALZERELEC,Salzer Electronics Limited,Industrials
SAMBHAAV,Sambhaav Media Limited,Communication Services
SAMHI,SAMHI Hotels Limited,Consumer Cyclical
SAMMAANCAP,Sammaan Capital Limited,Financial Services
SAMPANN,Sampann Utpadan India Limited,Basic Materials
SANCO,Sanco Industries Limited,Industrials
SANDESH,The Sandesh Limited,Communication Services
SANDHAR,Sandhar Technologies Limited,Consumer Cyclical
SANDUMA,The Sandur Manganese & Iron Ores Limited,Basic Materials
SANGAMIND,Sangam (India) Limited,Consumer Cyclical
SANGHIIND,Sanghi Industries Limited,Basic Materials
SANGHVIMOV,Sanghvi Movers Limited,Industrials
SANGINITA,Sanginita Chemicals Limited,Basic Materials
SANOFI,Sanofi India Limited,Healthcare
SANOFICONR,N/A,N/A
SANSERA,Sansera Engineering Limited,Consumer Cyclical
SANSTAR,N/A,Basic Materials
SANWARIA,Sanwaria Consumer Limited,Consumer Defensive
SAPPHIRE,Sapphire Foods India Limited,Consumer Cyclical
SARDAEN,Sarda Energy & Minerals Limited,Basic Materials
SAREGAMA,Saregama India Limited,Communication Services
SARLAPOLY,Sarla Performance Fibers Limited,Consumer Cyclical
SARVESHWAR,Sarveshwar Foods Limited,Consumer Defensive
SASKEN,Sasken Technologies Limited,Technology
SASTASUNDR,Sastasundar Ventures Limited,Healthcare
SATIA,Satia Industries Limited,Basic Materials
SATIN,Satin Creditcare Network Limited,Financial Services
SATINDLTD,Sat Industries Limited,Basic Materials
SAURASHCEM,Saurashtra Cement Limited,Basic Materials
SBC,SBC Exports Limited,Industrials
SBCL,Shivalik Bimetal Controls Limited,Industrials
SBFC,SBFC Finance Limited,Financial Services
SBGLP,Suratwwala Business Group Limited,Real Estate
SBICARD,SBI Cards and Payment Services Limited,Financial Services
SBILIFE,SBI Life Insurance Company Limited,Financial Services
SBIN,State Bank of India,Financial Services
SCHAEFFLER,Schaeffler India Limited,Consumer Cyclical
SCHAND,S Chand And Company Limited,Communication Services
SCHNEIDER,Schneider Electric Infrastructure Limited,Industrials
SCI,The Shipping Corporation of India Limited,Industrials
SCILAL,Shipping Corporation of India Land and Assets Limited,Real Estate
SCPL,Sheetal Cool Products Limited,Consumer Defensive
SDBL,Som Distilleries & Breweries Limited,Consumer Defensive
SEAMECLTD,Seamec Limited,Industrials
SECMARK,SecMark Consultancy Limited,Industrials
SECURCRED,SecUR Credentials Limited,Industrials
SECURKLOUD,SecureKloud Technologies Limited,Technology
SEJALLTD,Sejal Glass Limited,Industrials
SELAN,Selan Exploration Technology Limited,Energy
SELMC,SEL Manufacturing Company Limited,Consumer Cyclical
